code,date,title,company,host,catch_url,m3u8_url,downloaded,stt,key_word,abstract
4356015,2023-10-18,权益跌麻了，看看债,财通证券资管,北北,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/e7a9278f5576678022666363264/playlist_eof.m3u8,,,,,
4354991,2023-10-18,入行第一步，进入基金公司实习！,天天基金网,谭晨 | 佳佳,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/e096892b5576678022666051563/playlist_eof.m3u8,,,,,
4350604,2023-10-18,“药”怎么投好？,安信基金,池陈森,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/d67559ce5576678022676491341/playlist_eof.m3u8,,,,,
4357040,2023-10-18,半导体又“弹”了，投资机会快来谈,东方阿尔法基金,豪仔| 莹莹,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/14b609495576678022660105882/playlist_eof.m3u8,,,,,
4356669,2023-10-18,医药何时逆风翻盘？,红土创新基金,养基学长,https://1500000598.vod2.myqcloud.com/438174e6vodtranscq1500000598/af16f7865576678022662165142/v.f230.m3u8,,,,,
4355934,2023-10-18,如何挑选一只优秀的固收+基金？,国海富兰克林基金,管管,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/d85f18d05576678022676533715/playlist_eof.m3u8,,,,,
4357011,2023-10-18,四季度展望，关注这只高含“金”量指数,中金基金,彭子未,https://1500000598.vod2.myqcloud.com/438174e6vodtranscq1500000598/ee358cd85576678022659892156/v.f230.m3u8,,,,,
4356653,2023-10-18,经理直面光伏质疑！,天弘基金,刘笑明,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/45b393da5576678022674875709/playlist_eof.m3u8,,,,,
4355901,2023-10-18,减肥药概念有所回落，医药何时“否极泰来”,华夏基金,鲁亚运,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/2d4c42d15576678022667018745/playlist_eof.m3u8,,,,,
4351167,2023-10-18,不一样的沪深300指数增强基！,兴证全球基金,芊芊,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/54b445ba5576678022664663967/playlist_eof.m3u8,,,,,
4357093,2023-10-18,投资线索|热门板块位置追踪1018,宏利基金管理,大强,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/5217360c5576678022664524534/playlist_eof.m3u8,,,,,
4356946,2023-10-18,医药投资机会来了吗？,华安基金,可乐,https://1500000598.vod2.myqcloud.com/438174e6vodtranscq1500000598/99bff92f5576678022658527522/v.f230.m3u8,,,,,
4356972,2023-10-18,标普油气观点分享,嘉实基金,张钟玉|周泉希,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/e8429e505576678022673158346/playlist_eof.m3u8,,,,,
4356593,2023-10-18,首批让利基金！布局创新转型，与您风险共担,汇添富基金,添财酱 | 添财少年,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/f94e7dee5576678022663003869/playlist_eof.m3u8,,,,,
4356340,2023-10-18,财经午餐｜市场热点追踪10.18,中信建投基金,李丛杰,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/5e7a2d2b5576678022671831075/playlist_eof.m3u8,,,,,
4350886,2023-10-18,热点有约｜金秋丰收季，基金怎么选？,易方达基金,江婷婷|李俊池,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/7cca8d895576678022651459600/playlist_eof.m3u8,,,,,
4356454,2023-10-18,四季度机会如何看？雷涛来答疑,德邦基金,小鹿,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/2356164f5576678022660792156/playlist_eof.m3u8,,,,,
4355607,2023-10-18,“国家队”入场A股，高股息板块迎利好,南方基金,崔蕾|凯哥,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/da09b56c5576678022669830115/playlist_eof.m3u8,,,,,
4355566,2023-10-18,英宇说“芯”事，板块周回顾！,鹏华基金,罗英宇,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/8f7992205576678022668945786/playlist_eof.m3u8,,,,,
4355247,2023-10-18,量化策略如何捕获投资机会？,国联基金,赵菲|阳阳,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/649363d15576678022661280489/playlist_eof.m3u8,,,,,
4350325,2023-10-18,计算机板块能否开启星辰大海？,信达澳亚基金,艾米莉,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/883b51495576678022651924603/playlist_eof.m3u8,,,,,
4356835,2023-10-18,美股怎么投？,富国基金,田希蒙 | 七七,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/94eeb0ee5576678022658302359/playlist_eof.m3u8,,,,,
4356629,2023-10-18,医药板块有望回暖？,东吴基金,慕斯,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/9e69c2725576678022658726632/playlist_eof.m3u8,,,,,
4356575,2023-10-18,添利启航 攻守自如,海富通基金,江勇|牟一凌,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/1e5403875576678022660547006/playlist_eof.m3u8,,,,,
4355835,2023-10-18,市场动荡，为何看军工？,国投瑞银基金,童毅|湘琳,,,,,,
4350899,2023-10-18,华为芯片强势回归！国产替代走到哪一步了？,天弘基金,林心龙,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/426dc07a5576678022667936565/playlist_eof.m3u8,,,,,
4356939,2023-10-18,市场震荡，定投还要继续吗？,格林基金,阿夏|晓彤,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/2da50fae5576678022667065542/playlist_eof.m3u8,,,,,
4356677,2023-10-18,叮！星投顾发车啦,富国星投顾,哈哈姐 | 春春,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/97435da75576678022658401712/playlist_eof.m3u8,,,,,
4356415,2023-10-18,8分钟投顾丨投顾答疑日,招商基金,马晓蕾,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/b4b011fb5576678022648850599/playlist_eof.m3u8,,,,,
4356432,2023-10-18,黄金价格放大器，市场首只黄金股ETF来了,永赢基金,章赟,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/372ffb515576678022667495511/playlist_eof.m3u8,,,,,
4356296,2023-10-17,解析纳斯达克100的高成长之谜,富国基金,田希蒙 | 陆珺婕,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/2059604a5576678022636235642/playlist_eof.m3u8,,,,,
4355562,2023-10-17,“国家队”入市破局！抄底信号来了？,博时基金,陈奥,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/cfd16b6c5576678022645916503/playlist_eof.m3u8,,,,,
4356570,2023-10-17,固收会客厅|四季度债市展望,中信建投基金,李照男,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/c24e594e5576678022645381266/playlist_eof.m3u8,,,,,
4356247,2023-10-17,经济高质量发展，孕育投资新机遇,东方红资产管理,何国亮,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/7c6a23415576678022644699688/playlist_eof.m3u8,,,,,
4356158,2023-10-17,灵犀一点通|躺着就能瘦？减肥药还能火多久,博时基金,灵犀,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/7c0c5e105576678022644643655/playlist_eof.m3u8,,,,,
4356151,2023-10-17,量化聚焦小盘股，布局成长大机遇,汇添富基金,王星星|任瞳|张颖,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/704007725576678022644126688/playlist_eof.m3u8,,,,,
4356648,2023-10-17,利率债如何投资？,浦银安盛基金,林帆,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/f3cc92ee5576678022632589620/playlist_eof.m3u8,,,,,
4356278,2023-10-17,基金经理请回答，庞亚平有问必答,易方达基金,庞亚平,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/2320735d5576678022643104321/playlist_eof.m3u8,,,,,
4355741,2023-10-17,鸿运当投|开启一周投资,浦银安盛基金,高钢杰,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/5b99cdcf5576678022630604995/playlist_eof.m3u8,,,,,
4356098,2023-10-17,医药行业星辰大海怎么看？,红土创新基金,谭国超,https://1500000598.vod2.myqcloud.com/438174e6vodtranscq1500000598/8833b9525576678022627552198/v.f230.m3u8,,,,,
4355995,2023-10-17,手把手教你选择债基,财通证券资管,小宝,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/4df531e05576678022630054144/playlist_eof.m3u8,,,,,
4356421,2023-10-17,大促预热开启，如何影响美妆行业？,前海联合基金,追风少女,https://1500000598.vod2.myqcloud.com/438174e6vodtranscq1500000598/7f2a4b305576678022627197632/v.f230.m3u8,,,,,
4356256,2023-10-17,四季度能否迎来春天？,鑫元基金,威仔&克老师,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/201da19a5576678022629496269/playlist_eof.m3u8,,,,,
4355952,2023-10-17,价值回归ing？国家队增持！大金融怎么走,华宝基金,姜 志,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/dc3effae5576678022628861244/playlist_eof.m3u8,,,,,
4353264,2023-10-17,或跃在渊，把握变局，寻找市场拐点,优优私募,宁乔|刘博生,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/d0a755ac5576678022628371453/playlist_eof.m3u8,,,,,
4356474,2023-10-17,市场反复震荡，四季度能否迎来反攻？,万家基金,杨坤,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/4f6d7d635576678022623328321/playlist_eof.m3u8,,,,,
4355759,2023-10-17,3:10ETF盘后直播第183期,易方达基金,聂启文|史雁南,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/74c147405576678022637598498/playlist_eof.m3u8,,,,,
4356419,2023-10-17,长假热点盘一盘，黄金为何波动加大？,泓德基金,佳哥,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/0e1a49a15576678022622823221/playlist_eof.m3u8,,,,,
4355816,2023-10-17,“一带一路”盛会开启，哪些板块值得关注？,华夏基金,美惠学姐,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/8cbafe8f5576678022627734454/playlist_eof.m3u8,,,,,
4354901,2023-10-17,智能驾驶点燃新能源车增长极,东财基金,莫志刚 | 赵肖萌,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/9c40bf465576678022624303087/playlist_eof.m3u8,,,,,
4355564,2023-10-17,聊聊近期的国防军工板块,鹏华基金,陈龙,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/6d87b4845576678022637261600/playlist_eof.m3u8,,,,,
4356194,2023-10-17,黄金会一直逆市上涨吗？,天弘基金,沙川,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/d5ecb6505576678022635369254/playlist_eof.m3u8,,,,,
4356136,2023-10-17,趋势与波动，四季度宏观和市场展望,天治基金,赵伟,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/38c40a165576678022626439559/playlist_eof.m3u8,,,,,
4356134,2023-10-17,人工智能，还是投资风口吗？,富达基金,黛西|曹姐姐,https://1500000598.vod2.myqcloud.com/438174e6vodtranscq1500000598/a8231a555576678022624837558/v.f230.m3u8,,,,,
4355552,2023-10-17,定投团|定投人集合，主播答疑10.17,华夏基金,李發达,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/44d942355576678022626997216/playlist_eof.m3u8,,,,,
4354422,2023-10-17,目标盈5期发车！把握投资好时机,汇添富基金,赵瑞,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/31d6b4ee5576678022626149814/playlist_eof.m3u8,,,,,
4356286,2023-10-17,圣贤说智能车、消费电子、煤炭,富国基金,张圣贤 | 七七,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/a86a6c5c5576678022624875779/playlist_eof.m3u8,,,,,
4354895,2023-10-17,价值投资，相约金秋！,富国基金,张宇生| 张瑜| 杨帆| 韩雪| 刘莉莉| 蒲世林 |白冰洋| 孙彬| 李紫薇,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/390bd7b95576678022626478397/playlist_eof.m3u8,,,,,
4355236,2023-10-17,银河甜心，在线答疑,银河基金,一一,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/8fde42d65576678022634656577/playlist_eof.m3u8,,,,,
4355928,2023-10-17,碳酸锂触底反弹，新能源反弹还是反转？,汇添富基金,孙浩|添财酱,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/0542b2ac5576678022622490394/playlist_eof.m3u8,,,,,
4356337,2023-10-17,财经午餐｜市场热点追踪10.17,中信建投基金,马欣,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/f8191faa5576678022632733643/playlist_eof.m3u8,,,,,
4356085,2023-10-17,宏观分析第10弹,弘毅远方基金,张恒,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/6ac0480e5576678022620415878/playlist_eof.m3u8,,,,,
4355619,2023-10-17,经济持续复苏，顺周期投资机会崭露头角,招商基金,汪洋,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/294c82f55576678022629873742/playlist_eof.m3u8,,,,,
4350714,2023-10-17,消费红利指数怎么投合适？,宏利基金管理,刘洋|大强,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/c388efab5576678022621936182/playlist_eof.m3u8,,,,,
4355443,2023-10-17,恒生科技Q4展望！,天弘基金,陈桥,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/87da5ac15576678022627504211/playlist_eof.m3u8,,,,,
4353849,2023-10-17,芯片投资有重点 抓大放小找矛盾,银华基金,方建|晴天,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/3d0ab6995576678022619873945/playlist_eof.m3u8,,,,,
4355525,2023-10-17,海外指数反弹，纳斯达克可以买了吗?,南方基金,张其思|阿瑞,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/c9719f705576678022628041787/playlist_eof.m3u8,,,,,
4356026,2023-10-17,小微盘行情还能持续吗？,西部利得基金,小爽,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/a4fe394d5576678022617912626/playlist_eof.m3u8,,,,,
4355909,2023-10-16,反攻节奏渐行渐近？,创金合信基金,嘟姐,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/90cec47f5576678022597897535/playlist_eof.m3u8,,,,,
4356232,2023-10-16,四季度策略：美林时钟—进入权益高光时刻？,富国星投顾,马全胜 | 雨薇,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/7e10a9b35576678022597082582/playlist_eof.m3u8,,,,,
4355773,2023-10-16,如何用全球配置，优化投资体验？,易方达基金,李剑锋|江婷婷,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/5126b4f45576678022593381963/playlist_eof.m3u8,,,,,
4355348,2023-10-16,政策底已现，市场底还会远吗？,融通基金,王迪,https://1500000598.vod2.myqcloud.com/438174e6vodtranscq1500000598/f577d6293270835014209778693/v.f230.m3u8,,,,,
4355770,2023-10-16,基金经理请回答：张浩然专场,易方达基金,张浩然,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/3bab56b45576678022589723238/playlist_eof.m3u8,,,,,
4356037,2023-10-16,大消费板块四季度能否迎来改观？,金信基金,欢乐多,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/fc3cd6925576678022585243558/playlist_eof.m3u8,,,,,
4355941,2023-10-16,投资半导体板块的三个思路,易米基金,贺文奇,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/b8fb02b45576678022591409937/playlist_eof.m3u8,,,,,
4355527,2023-10-16,海外市场表现 对港股有何影响？,华泰柏瑞基金,张磊,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/00b166ee5576678022585414491/playlist_eof.m3u8,,,,,
4353271,2023-10-16,中国芯再突破，能否点燃半导体行情？,创金合信基金,刘扬&然然,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/c4fbf6195576678022591953776/playlist_eof.m3u8,,,,,
4356028,2023-10-16,投融资逐步回暖，“医”趁东风扬帆起?,银华基金,刘嘉鹏|杨希成,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/67d3e1295576678022590277033/playlist_eof.m3u8,,,,,
4355813,2023-10-16,医药板块底部反弹机会来了吗,国泰基金,黄岳,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/d1b906745576678022581650877/playlist_eof.m3u8,,,,,
4355538,2023-10-16,宏观解读，如何理解“内松外紧”？,长城基金,汪立,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/b7247d785576678022591379764/playlist_eof.m3u8,,,,,
4354285,2023-10-16,医药板块底部反弹机会来了吗?,ETF和LOF圈,黄岳,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/bdd95aeb5576678022591635531/playlist_eof.m3u8,,,,,
4355754,2023-10-16,3:10ETF盘后直播第182期,易方达基金,姚苏芮|郑力海|史雁南,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/d161c0f05576678022581606377/playlist_eof.m3u8,,,,,
4355610,2023-10-16,盘后|避险情绪加重！华为概念还能热多久？,华夏基金,苗奇迹,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/349c8b1b5576678022589418469/playlist_eof.m3u8,,,,,
4355550,2023-10-16,“银十”行情，可关注哪些板块？,国投瑞银基金,王泉|欣如,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/352cd3805576678022589497845/playlist_eof.m3u8,,,,,
4355465,2023-10-16,3100点保卫战，出路何在？,天弘基金,高高,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/dda315935576678022598874014/playlist_eof.m3u8,,,,,
4355948,2023-10-16,黄金回调，是机遇还是风险？,华安基金,可乐,https://1500000598.vod2.myqcloud.com/438174e6vodtranscq1500000598/440a5acf5576678022579267600/v.f230.m3u8,,,,,
4355930,2023-10-16,港股十月开门红，反弹能延续吗？,嘉实基金,滕抒含|豆豆,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/9061a9555576678022597836631/playlist_eof.m3u8,,,,,
4355863,2023-10-16,NB·财经每周一 | 第十五期,NB路博迈基金,朱冰倩,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/2e076e795576678022589174369/playlist_eof.m3u8,,,,,
4355241,2023-10-16,新能源要反攻了吗？,国联基金,赵楠,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/dea711135576678022588066508/playlist_eof.m3u8,,,,,
4355001,2023-10-16,布局港股医药，抢滩景气赛道,平安基金,钱晶,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/070acc315576678022578919320/playlist_eof.m3u8,,,,,
4355494,2023-10-16,十月聚鹏城，一品秋糖会,招商基金,许荣漫|黄亮,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/dea3d8b35576678022588060973/playlist_eof.m3u8,,,,,
4355231,2023-10-16,科技相关板块，你了解多少？,银河基金,小瑞,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/41101b7d5576678022596732879/playlist_eof.m3u8,,,,,
4355406,2023-10-16,四季度开局，聊聊10月投顾调仓逻辑,交银施罗德基金,史驰昊,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/0fc650095576678022575216217/playlist_eof.m3u8,,,,,
4355583,2023-10-16,减肥药热度持续，医药要反转了吗？,汇添富基金,杨涵琦 | 得璋,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/57587d0a5576678022586860004/playlist_eof.m3u8,,,,,
4355535,2023-10-16,财经午餐|市场热点追踪10.16,中信建投基金,王启磊,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/5f372c795576678022593990773/playlist_eof.m3u8,,,,,
4354892,2023-10-16,一波三折的市场，投资主线在哪里？,东财基金,姚楠燕 | 王陈怡,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/713886095576678022573024294/playlist_eof.m3u8,,,,,
4355653,2023-10-16,一周早知道！投资速递,上银基金,王婷,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/b679767c5576678022584575597/playlist_eof.m3u8,,,,,
4355517,2023-10-16,红利低波指数，逆势上涨有何秘密?,南方基金,崔蕾|李炜钊|糖糖,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/6015aa7d5576678022583160010/playlist_eof.m3u8,,,,,
4355460,2023-10-16,“国家队”出手！市场咋走？,中加基金,京大宝,https://1500000598.vod2.myqcloud.com/438174e6vodtranscq1500000598/78b73b715576678022573395345/v.f230.m3u8,,,,,
4354394,2023-10-16,年化6.0%小目标，如何实现？,兴证全球基金,芊芊,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/6c34d0c65576678022590435601/playlist_eof.m3u8,,,,,
4355548,2023-10-16,一周热点早知道,中信保诚,老司机,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/67bf96e75576678022590263018/playlist_eof.m3u8,,,,,
4355458,2023-10-16,8分钟投顾丨一周市场复盘,招商基金,马晓蕾,https://1500000598.vod2.myqcloud.com/438174e6vodtranscq1500000598/632607aa5576678022569720224/v.f230.m3u8,,,,,
4355488,2023-10-15,ETF会客室：黄金回调怎么看？,华安基金,徐颖 | 周泓灏 | 顾昕,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/279787d25576678022558625185/playlist_eof.m3u8,,,,,
4355328,2023-10-13,反弹行情值得期待？,创金合信基金,李志武&创金小仙女,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/3d7658b55576678022484394583/playlist_eof.m3u8,,,,,
4355234,2023-10-13,现在买基金合适吗,招商基金,邓和权,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/7dc49ecb5576678022478046630/playlist_eof.m3u8,,,,,
4354975,2023-10-13,“双节”重磅数据解读,红土创新基金,王雅倩,https://1500000598.vod2.myqcloud.com/438174e6vodtranscq1500000598/a65e2ce35576678022468928997/v.f230.m3u8,,,,,
4354035,2023-10-13,港股创新药板块投资价值如何看？,广发基金,刘杰,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/aa4c24855576678022465007037/playlist_eof.m3u8,,,,,
4355343,2023-10-13,本周市场热点解读,富荣基金,王梦雨,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/00bfc1705576678022466428058/playlist_eof.m3u8,,,,,
4355433,2023-10-13,长假结束，市场后续如何演绎,英大基金,冯天驰,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/3ce6982c5576678022484316085/playlist_eof.m3u8,,,,,
4355015,2023-10-13,机器人国产替代创新高，如何把握节后机会？,华夏基金,华龙|万晓微,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/3c8635785576678022477556296/playlist_eof.m3u8,,,,,
4352923,2023-10-13,3:10ETF盘后直播第181期,易方达基金,姚苏芮|郑力海|史雁南,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/702db4cc5576678022464830527/playlist_eof.m3u8,,,,,
4354390,2023-10-13,漫长磨底期，投资信心从何而来？,兴证全球基金,黄鼎钧|小顾姐姐,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/a97eaa145576678022475845860/playlist_eof.m3u8,,,,,
4353767,2023-10-13,盘后|揭秘深圳国际人工智能展，聊聊AI！,华夏基金,苗奇迹,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/a519f4995576678022475680679/playlist_eof.m3u8,,,,,
4353218,2023-10-13,【周周泰评】“银十”行情，主线怎么选？,国泰基金,心宇,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/352c45325576678022477206388/playlist_eof.m3u8,,,,,
4355068,2023-10-13,市场波动加大，固收+科技以何制胜市场？,新华基金,王丹,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/a58e908f5576678022482454087/playlist_eof.m3u8,,,,,
4355038,2023-10-13,国家队入场！市场如何演绎？,浙商基金,凡同学,https://1500000598.vod2.myqcloud.com/438174e6vodtranscq1500000598/72e009965576678022464985265/v.f230.m3u8,,,,,
4354886,2023-10-13,退休后的支出怎么规划？,富达基金,可心,https://1500000598.vod2.myqcloud.com/438174e6vodtranscq1500000598/1ed67c535576678022463679614/v.f230.m3u8,,,,,
4354730,2023-10-13,稳稳添富 | 节后债市怎么看？,汇添富基金,添财酱,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/a4891a655576678022475600109/playlist_eof.m3u8,,,,,
4354657,2023-10-13,地缘冲突升级！油价还能涨吗？,华宝基金,小薰|诗诗,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/9de428055576678022475350422/playlist_eof.m3u8,,,,,
4354082,2023-10-13,华为产业链还能牛多久？,天弘基金,李斌,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/9e47ef0c5576678022482116854/playlist_eof.m3u8,,,,,
4355125,2023-10-13,全球经济波动加剧下如何进行资产布局,北信瑞丰基金,马寅喜单人,https://1500000598.vod2.myqcloud.com/438174e6vodtranscq1500000598/6d6687ae5576678022457961207/v.f230.m3u8,,,,,
4354715,2023-10-13,热点有约|多少钱才能体面养老？,易方达基金,江婷婷|李俊池,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/0dd9024e5576678022456178541/playlist_eof.m3u8,,,,,
4355022,2023-10-13,四季度展望：新一轮行情有望开启？,申万菱信基金,白白|小鱼,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/9ad885725576678022468448650/playlist_eof.m3u8,,,,,
4355176,2023-10-13,华为造车为何被说遥遥领先？,长城基金,小五哥,https://1500000598.vod2.myqcloud.com/438174e6vodtranscq1500000598/6d46b5935576678022457949116/v.f230.m3u8,,,,,
4354996,2023-10-13,固收半月谈！债市解读,上银基金,马小东,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/a1e85db35576678022468755173/playlist_eof.m3u8,,,,,
4354957,2023-10-13,大火的红利策略 还能这么玩儿？,博道基金,杨梦,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/93a353355576678022468119793/playlist_eof.m3u8,,,,,
4354749,2023-10-13,智能汽车有机会？,中海基金,梦圆,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/9b0a79155576678022468470982/playlist_eof.m3u8,,,,,
4353729,2023-10-13,聊聊近期的消费和医药,鹏华基金,张羽翔,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/f3db57d35576678022476705755/playlist_eof.m3u8,,,,,
4354904,2023-10-13,如何把握海风投资新风口？,格林基金,阿夏|王振林,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/abd115355576678022475940892/playlist_eof.m3u8,,,,,
4354055,2023-10-13,宏观热点事件分析,大成基金,李飏,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/75cbf9035576678022454216251/playlist_eof.m3u8,,,,,
4353287,2023-10-13,10月12日市场复盘,华夏财富投顾,赵德赛,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/7d5b2f775576678022454594676/playlist_eof.m3u8,,,,,
4354545,2023-10-12,低利率时代，高股息策略不容错过,嘉实基金,王紫菡|晓鸥姐姐,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/91050c725576678022444580587/playlist_eof.m3u8,,,,,
4354814,2023-10-12,高股息策略逐渐成为市场主流？,摩根资产管理,徐栋|露露,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/90f2de455576678022444570053/playlist_eof.m3u8,,,,,
4354762,2023-10-12,看双节成绩单，消费有转机吗？,创金合信基金,陈建军&刘毅恒,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/440ac74c5576678022443580393/playlist_eof.m3u8,,,,,
4354636,2023-10-12,如何”固“守稳健投资好体验?,中欧基金,华李成,https://1500000598.vod2.myqcloud.com/6c97873evodcq1500000598/d1c4be255576678022445000676/playlist_eof.m3u8,,,,,
